receiver_id,receiver,posteam
00-0031570,J.Hardy,ATL
00-0026355,J.Harper,BAL
00-0028068,J.Harper,TEN
00-0021141,J.Harrington,"ATL, DET"
00-0006949,J.Harris,"DAL, TEN"
00-0022363,J.Harris,CAR
00-0031450,J.Harris,PIT
00-0024359,J.Harrison,"CLE, DET, PHI"
00-0028242,J.Hastings,SF
00-0035806,J.Hasty,SF
00-0033085,J.Hawkins,PIT
00-0027717,J.Hawley,ATL
00-0031493,J.Hayne,SF
00-0026026,J.Haynos,MIA
00-0029311,J.Hemingway,KC
00-0021144,J.Henderson,JAX
00-0036355,J.Herbert,LAC
00-0030920,J.Herndon,LAC
00-0026209,J.Hester,"DEN, LAC"
00-0032227,J.Heuerman,DEN
00-0025486,J.Higgins,LV
00-0036398,J.Hightower,PHI
00-0025463,J.Hill,"JAX, NYJ, SF"
00-0030216,J.Hill,NO
00-0031301,J.Hill,"CIN, NE"
00-0034975,J.Hill,BAL
00-0035013,J.Hilliman,NYG
00-0007546,J.Hodgins,"ARI, LA, NYJ"
00-0024609,J.Holley,DAL
00-0033387,J.Hollister,"JAX, NE, SEA"
00-0020373,J.Holloway,HOU
00-0032935,J.Holton,"LV, PIT"
00-0032986,J.Holtz,CHI
00-0007744,J.Horn,"ATL, KC, NO"
00-0027308,J.Horne,KC
00-0035562,J.Horsted,CHI
00-0032780,"J.Howard, Jo.Howard","CHI, MIA, PHI"
00-0020482,J.Howell,TB
00-0030990,J.Huff,"PHI, TB"
00-0018976,J.Huggins,DAL
00-0007924,J.Hundon,CIN
00-0021313,J.Hunter,BAL
00-0030521,J.Hunter,"BUF, PIT, TEN"
00-0036278,J.Huntley,PHI
00-0036389,J.Hurts,PHI
00-0015218,"Ji.Smith, J.Smith",JAX
00-0020073,J.Isom,SF
00-0020430,J.Jackson,"ARI, CLE"
00-0034440,J.Jackson,LAC
00-0035700,J.Jacobs,LV
00-0027467,J.James,IND
00-0032135,J.James,"CHI, DET, PIT"
00-0031001,J.Janis,GB
00-0036322,J.Jefferson,MIN
00-0036670,J.Jefferson,DET
00-0008346,J.Jenkins,WAS
00-0036259,J.Jennings,SF
00-0028021,J.Jernigan,NYG
00-0008400,J.Jett,LV
00-0036407,J.Jeudy,DEN
00-0008529,J.Johnson,MIA
00-0022141,J.Johnson,CIN
00-0025913,J.Johnson,CIN
00-0026300,J.Johnson,TB
00-0026333,J.Johnson,MIN
00-0026598,J.Johnson,ARI
00-0026799,J.Johnson,DEN
00-0036040,J.Johnson,NO
00-0019404,J.Jones,BAL
00-0022307,J.Jones,NO
00-0022840,J.Jones,"DAL, NO, SEA"
00-0025460,J.Jones,"BAL, HOU"
00-0034560,J.Jones,NYJ
00-0027944,"J.Jones, Ju.Jones","ATL, TEN"
00-0020062,J.Jordan,SF
00-0008962,J.Jurevicius,"CLE, NYG, SEA, TB"
00-0029159,J.Kearse,"NYJ, SEA"
00-0036370,J.Kelley,LAC
00-0034808,J.Kelly,LA
00-0009165,J.Kent,TEN
00-0025597,J.Kent,LA
00-0028091,J.Kerley,"BUF, NYJ, SF"
00-0032375,J.Kerridge,GB
00-0024369,J.King,"ARI, CAR"
00-0009311,J.Kitna,DET
00-0009323,J.Kleinsasser,MIN
00-0024261,J.Klopfenstein,"BUF, LA"
00-0026913,J.Knox,CHI
00-0024170,J.Kowalewski,NYJ
00-0030659,J.Krause,PHI
00-0022999,J.Kuhn,"GB, NO, PIT"
00-0031787,J.Kumerow,"BUF, GB"
00-0031382,J.Landry,"CLE, MIA"
00-0029619,J.Lane,"MIA, TB"
00-0031569,J.Langford,CHI
00-0033953,J.Leggett,NYJ
00-0031801,J.Leslie,CLE
00-0009869,J.Lewis,"BAL, HOU, JAX"
00-0019693,J.Lewis,"BAL, CLE"
00-0033928,J.Lewis,DAL
00-0009960,J.Linton,BUF
00-0026995,J.Maclin,"BAL, KC, PHI"
00-0023897,J.Madsen,LV
00-0028543,J.Maehl,"HOU, PHI"
00-0010292,J.Makovicka,ARI
00-0033859,J.Malone,"CIN, NYJ"
00-0032694,J.Marshall,NYJ
00-0021387,J.Martin,"DAL, MIA"
00-0027445,J.Mastrud,"LV, MIA"
00-0010530,J.Mathews,TEN
00-0023549,J.Mathis,HOU
00-0026665,J.Matthews,JAX
00-0031299,J.Matthews,"BUF, PHI"
00-0021094,J.McAddley,"ARI, SF, TEN"
00-0020381,J.McCareins,"NYJ, TEN"
00-0021206,J.McCown,"ARI, DET"
00-0010786,J.McDaniel,BUF
00-0020805,J.McKie,"CHI, DAL"
00-0031376,J.McKinnon,"KC, MIN, SF"
00-0032602,J.McKissic,"DET, SEA, WAS"
00-0010974,J.McKnight,"DAL, MIA"
00-0027712,J.McKnight,"KC, NYJ"
00-0033955,J.McNichols,TEN
00-0011068,J.McWilliams,"ARI, MIN"
00-0034960,J.Meyers,NE
00-0033006,J.Mickens,"JAX, TB"
00-0011333,J.Mills,MIN
00-0033897,J.Mixon,CIN
00-0011506,J.Montgomery,NYG
00-0034268,J.Moore,GB
00-0035432,J.Moore,LAC
00-0022873,J.Morant,LV
00-0019062,J.Moreland,CLE
00-0026314,J.Morgan,"CHI, SF, WAS"
00-0028532,J.Morgan,NO
00-0011727,J.Morton,"DET, KC, SF"
00-0033246,J.Mundt,LA
00-0020700,J.Mungro,IND
00-0033266,J.Natson,NYJ
00-0026176,J.Nelson,"GB, LV"
00-0032112,J.Nelson,"ARI, LV"
00-0012023,J.Nesbit,NO
00-0028417,J.Newsome,"JAX, KC"
00-0024825,J.Nordin,DET
00-0020828,J.Norman,LAC
00-0024294,J.Norwood,"ATL, LA"
00-0026739,J.Norwood,"CLE, DEN"
00-0029494,Jo.Anderson,CHI
00-0027154,J.O'Connell,KC
00-0012321,J.Ogden,"DAL, MIA"
00-0012322,J.Ogden,BAL
00-0029492,J.Olawale,"DAL, LV"
00-0035249,J.Oliver,"BAL, JAX"
00-0031951,J.O'Shaughnessy,"JAX, KC"
00-0027796,"Jo.Webb, J.Webb","CAR, HOU, MIN"
00-0021255,J.Owens,"DET, NO, SEA"
00-0036988,J.Palmer,LAC
00-0026316,J.Parmele,JAX
00-0019932,J.Parry,"PHI, SEA"
00-0012637,J.Pathon,"ATL, IND, NO"
00-0036755,J.Patterson,WAS
00-0022255,J.Payton,TEN
00-0032974,J.Payton,CLE
00-0021227,J.Peelle,"ATL, LAC, MIA, SF"
00-0021140,J.Peppers,"CAR, GB"
00-0030758,J.Perillo,GB
00-0032599,J.Perkins,"ATL, PHI"
00-0022531,J.Peters,BUF
00-0027139,J.Phillips,"ARI, DAL, DEN, LAC, NO"
00-0013042,J.Plummer,ARI
00-0024364,J.Pociask,NYJ
00-0019703,J.Porter,"JAX, LV"
00-0036133,J.Proche,BAL
00-0031085,J.Prosch,HOU
00-0021100,J.Putzier,"DEN, HOU"
00-0022483,J.Rader,ATL
00-0030388,J.Randle,DAL
00-0013467,J.Reader,PHI
00-0036387,J.Reagor,PHI
00-0019722,J.Redmond,"LV, NE"
00-0019975,J.Redmond,JAX
00-0021166,J.Reed,BUF
00-0030472,J.Reed,"SF, WAS"
00-0036377,J.Reed,LAC
00-0026408,J.Reitz,IND
00-0033943,J.Reynolds,"DET, LA, TEN"
00-0013639,J.Rice,"LV, SEA, SF"
00-0033025,J.Richard,LV
00-0013728,J.Riemersma,"BUF, PIT"
00-0027120,J.Ringer,TEN
00-0013773,J.Ritchie,"LV, PHI"
00-0020587,J.Robertson,"CAR, SF"
00-0013872,J.Robinson,"DAL, LA"
00-0031611,J.Robinson,IND
00-0035831,J.Robinson,JAX
00-0028083,"J.Rodgers, Jz. Rodgers","ATL, CHI, TB"
00-0028249,J.Ross,"ARI, BAL, DET, GB"
00-0033460,"J.Ross, J.Ross III","CIN, NYG"
00-0034331,J.Samuels,"HOU, PIT"
00-0034794,J.Sanders,MIA
00-0020399,J.Saturday,IND
00-0031053,J.Saunders,NO
00-0021264,J.Schifino,TEN
00-0021098,J.Scobey,ARI
00-0034267,J.Scott,"BAL, NYJ"
00-0014619,J.Seau,LAC
00-0027687,J.Shipley,"CIN, JAX"
00-0021148,J.Shockey,"CAR, NO, NYG"
00-0021031,J.Simon,"TEN, WAS"
00-0026186,J.Simpson,"CIN, MIN, SF"
00-0022664,J.Smith,BUF
00-0033858,J.Smith,"NE, TEN"
00-0035510,J.Smith,NYJ
00-0033857,J.Smith-Schuster,PIT
00-0025631,J.Snelling,ATL
00-0021063,J.Soliday,ARI
00-0015420,J.Sowell,"NYJ, TB"
00-0033528,J.Sprinkle,"DAL, WAS"
00-0019666,J.St,"CHI, LA"
00-0025415,J.Staley,SF
00-0022277,J.Standeford,DET
00-0034311,J.Stanton,CLE
00-0019518,J.Starkey,ARI
00-0027791,J.Starks,GB
00-0035671,J.Sternberger,GB
00-0021159,J.Stevens,"SEA, TB"
00-0015698,J.Stewart,"DET, JAX"
00-0026153,J.Stewart,CAR
00-0029441,J.Stewart,LV
00-0015751,J.Stokes,"JAX, NE, SF"
00-0036741,J.Stoll,PHI
00-0020770,J.Stone,LV
00-0030272,J.Stoneburner,MIA
00-0031560,J.Strong,"HOU, JAX"
00-0025864,J.Stupar,BUF
00-0015962,J.Sweeney,PIT
00-0015970,J.Swift,SF
00-0029367,J.Talley,NYG
00-0026267,J.Tamme,"ATL, DEN, IND"
00-0019486,J.Tant,ARI
00-0022679,J.Taylor,NYG
00-0031697,J.Taylor,DEN
00-0036096,J.Taylor,NE
00-0036223,J.Taylor,IND
00-0028067,J.Thomas,"DEN, JAX, MIA"
00-0034420,J.Thomas,"ARI, HOU, NE"
00-0016347,J.Thomason,"GB, PHI"
00-0030647,J.Thompson,DET
00-0030705,J.Thompson,DEN
00-0016440,J.Thrash,"PHI, WAS"
00-0028121,J.Todman,"IND, JAX, PIT"
00-0034489,J.Tolliver,ARI
00-0016654,J.Tucker,DAL
00-0016677,J.Tuman,"ARI, PIT"
00-0021647,J.Urban,"ARI, KC, SEA"
00-0035597,J.Ursua,SEA
00-0026644,J.Vaughan,ATL
00-0036613,J.Waddle,MIA
00-0019008,J.Waerig,DET
00-0021153,J.Walker,"DEN, GB, LV"
00-0035924,J.Ward,ARI
00-0034676,J.Washington,PIT
00-0017303,J.Watson,LA
00-0034386,J.Watson,TB
00-0027949,J.Watt,HOU
00-0017356,J.Weaver,"MIA, NE, PHI, SF"
00-0024404,J.Webb,KC
00-0021223,J.Wells,HOU
00-0019569,J.Whalen,DAL
00-0019057,J.White,"BAL, CLE, TB"
00-0028071,J.White,BUF
00-0029642,J.White,NYJ
00-0031062,J.White,NE
00-0017644,J.Wiggins,"CAR, IND, MIN, NE, NYJ"
00-0017662,J.Wilcox,NO
00-0034400,J.Wilkins,IND
00-0017829,J.Williams,"KC, LV"
00-0019491,J.Williams,"DET, SEA"
00-0027141,J.Williams,KC
00-0032975,J.Williams,"BUF, DET, IND, NO, WAS"
00-0033948,J.Williams,"DET, GB"
00-0036997,J.Williams,DEN
00-0034115,J.Wilson,SF
00-0034426,J.Wims,CHI
00-0035593,J.Winfree,GB
00-0018141,J.Witman,PIT
00-0022127,J.Witten,"DAL, LV"
00-0022288,J.Wright,"ARI, ATL, CLE"
00-0029572,J.Wright,"CAR, MIN"
00-0031291,J.Wright,CIN
00-0028337,K.Adams,CHI
00-0028338,K.Adams,IND
00-0028497,K.Aiken,"BAL, IND, PHI"
00-0030279,K.Allen,LAC
00-0021126,K.Amato,TEN
00-0000279,K.Anders,KC
00-0032152,Ka.Williams,BUF
00-0000598,K.Bailey,"GB, SEA"
00-0034799,K.Ballage,"LAC, MIA, NYJ, PIT"
00-0020474,K.Barlow,"NYJ, SF"
00-0030465,K.Barner,"ATL, CAR, PHI, TB"
00-0023487,K.Barnes,LV
00-0026579,K.Bell,"CHI, NYJ"
00-0031359,K.Benjamin,"BUF, CAR, KC"
00-0031102,K.Bibbs,"DEN, GB, WAS"
00-0035603,K.Blanton,LA
00-0035099,K.Blasingame,TEN
00-0022164,K.Boller,BAL
00-0024390,K.Boothe,NYG
00-0025540,K.Boss,"KC, LV, NYG"
00-0033307,K.Bourne,"NE, SF"
00-0001661,K.Brady,"JAX, NE"
00-0032926,K.Brent,IND
00-0027006,K.Britt,"CLE, LA, NE, TEN"
00-0026699,K.Brock,"BUF, CIN, KC"
00-0026268,K.Burton,LA
00-0033132,K.Byard,TEN
00-0002459,K.Bynum,LAC
00-0020754,K.Campbell,MIN
00-0031057,K.Carey,CHI
00-0002743,K.Carter,"CIN, NO, WAS"
00-0019350,K.Cavil,BUF
00-0032115,K.Clay,"BUF, CAR"
00-0024264,K.Clemens,LA
00-0022726,K.Colbert,"CAR, DET, KC, SEA"
00-0033681,"K.Cole, K.Cole Sr.","JAX, NYJ"
00-0019382,K.Coleman,DEN
00-0003292,K.Collins,NYG
00-0028792,K.Cone,ATL
00-0029604,K.Cousins,MIN
00-0034366,K.Coutee,"HOU, IND"
00-0003619,K.Crawford,GB
00-0034435,K.Crossen,NYG
00-0022001,K.Curtis,"KC, LA, MIA, PHI"
00-0025633,K.Darby,"LA, TB"
00-0026298,K.Davis,"CHI, DET, NYJ, SEA"
00-0030280,K.Davis,"GB, KC"
00-0004294,K.Dilger,"IND, TB"
00-0032411,K.Dixon,BAL
00-0030116,K.Dorsey,GB
00-0035120,K.Doss,LV
00-0033118,K.Drake,"ARI, LV, MIA"
00-0028045,K.Durham,"DET, SEA, TEN"
00-0004694,K.Dyson,"CAR, TEN"
00-0023251,K.Eckel,"NE, NO"
00-0004824,K.Elias,IND
00-0029055,K.Elliott,JAX
00-0021289,Ke.Thomas,BUF
00-0023521,K.Everett,BUF
00-0026204,"Kevin Smith, K.Smith",DET
00-0032902,K.Farrow,LAC
00-0005091,K.Faulk,NE
00-0034509,K.Ford,BUF
00-0036919,K.Gainwell,PHI
00-0005732,K.Gammon,KC
00-0030039,K.Gaskins,SF
00-0033932,K.Golladay,"DET, NYG"
00-0006212,K.Graham,NYG
00-0036876,K.Granson,IND
00-0025578,K.Hall,GB
00-0036412,K.Hamler,DEN
00-0006777,K.Hankton,CAR
00-0035297,K.Harmon,WAS
00-0023159,K.Harris,LA
00-0033441,K.Hatcher,LV
00-0021287,K.Heinrich,CLE
00-0036906,K.Herbert,CHI
00-0036669,K.Hill,GB
00-0036382,"K.Hill, K.Hill Jr.",LAC
00-0035864,K.Hinton,DEN
00-0034854,K.Hodge,"CLE, DET, LA"
00-0033604,K.Hogan,NO
00-0022032,K.Howry,MIN
00-0026819,K.Huggins,TB
00-0033923,K.Hunt,"CLE, KC"
00-0028053,K.Hunter,SF
00-0008560,K.Johnson,"BAL, CLE, DET, JAX"
00-0008561,K.Johnson,"CAR, DAL, NYJ, TB"
00-0021260,K.Johnson,DEN
00-0034349,K.Johnson,DET
00-0035287,K.Johnson,ARI
00-0022782,K.Jones,"CHI, DET"
00-0008941,K.Joseph,SEA
00-0029892,K.Juszczyk,"BAL, SF"
00-0020256,K.Kasper,"ARI, DEN, NE"
00-0022206,K.Keith,IND
00-0022308,K.Kight,NE
00-0034317,K.Kirkwood,"CAR, NO"
00-0028080,K.Klug,TEN
00-0031921,K.Lamm,"CLE, HOU"
00-0031922,K.Lee,"BUF, CHI, DET"
00-0010007,K.Lockett,"JAX, KC, NYJ, WAS"
00-0030441,K.Long,CHI
00-0010092,K.Loud,BUF
00-0026029,K.Lumpkin,"GB, NYG, TB"
00-0010333,K.Mangum,CAR
00-0029415,K.Martin,"HOU, NE"
00-0010577,K.Mawae,NYJ
00-0010668,K.McCardell,"JAX, LAC, TB, WAS"
00-0019268,K.McDougal,IND
00-0035235,K.McGary,ATL
00-0010942,K.McKenzie,MIA
00-0010994,K.McLeod,TB
00-0018997,K.McMullen,CIN
00-0027764,K.Meier,ATL
00-0035844,K.Merritt,MIA
00-0026276,K.Moore,CAR
00-0026988,K.Moreno,"DEN, MIA"
00-0031600,K.Mumphery,HOU
00-0021102,K.Newson,MIA
00-0031327,K.Norwood,"CAR, SEA"
00-0036842,K.Nwangwu,MIN
00-0026780,K.Ogletree,"DAL, DET, NYG, TB"
00-0036345,K.Osborn,MIN
00-0021570,K.Osgood,"JAX, LAC, SF"
00-0025535,"Ko.Smith, K.Smith",KC
00-0012480,K.Oxendine,ATL
00-0028070,K.Pilares,CAR
00-0036970,K.Pitts,ATL
00-0013097,K.Poole,"DEN, NO"
00-0034193,K.Rader,PIT
00-0020425,K.Rambo,DAL
00-0032464,K.Raymond,"DEN, DET, NYG, TEN"
00-0028238,K.Reuland,NYJ
00-0020490,K.Robinson,"GB, MIN, SEA"
00-0030348,K.Robinson,NO
00-0027981,K.Rudolph,"MIN, NYG"
00-0014753,K.Shedd,LV
00-0014977,K.Sinceno,CHI
00-0031091,K.Small,CLE
00-0030968,K.Smith,"ATL, DAL, LV"
00-0031320,K.Smith,SEA
00-0034988,K.Smith,NYG
00-0026757,K.Sperry,"ARI, LAC, MIA"
00-0015700,K.Stewart,PIT
00-0030085,K.Stills,"HOU, MIA, NO"
00-0015959,K.Swayne,NYJ
00-0028606,K.Taylor,"ARI, JAX"
00-0030000,K.Thompkins,"LV, NE, NYJ"
00-0036913,K.Toney,NYG
00-0027257,K.Toston,"JAX, LA"
00-0016691,K.Turley,NO
00-0016723,K.Turner,PHI
00-0036450,K.Vaughn,TB
00-0021931,K.Walter,"CIN, HOU"
00-0021586,K.Ware,"SF, WAS"
00-0017200,K.Warner,ARI
00-0035660,K.Warring,HOU
00-0022171,K.Washington,"BAL, CIN, LAC, NE"
00-0019808,K.Watson,"CIN, WAS"
00-0031545,K.White,"CHI, NO"
00-0035596,K.Whyte Jr.,PIT
00-0036183,K.Wilkerson,NE
00-0017847,K.Williams,"ARI, TB"
00-0017860,K.Williams,BUF
00-0024348,K.Williams,BUF
00-0027214,K.Williams,"DET, WAS"
00-0027608,K.Williams,SF
00-0030117,K.Williams,ARI
00-0032250,K.Williams,"CLE, SEA"
00-0022714,K.Wilson,"BAL, KC, LAC"
00-0022922,K.Winslow,"CLE, NE, NYJ, TB"
00-0029708,K.Wright,"CHI, TEN"
00-0036510,K.Yeboah,NYJ
00-0029592,K.Zeitler,CLE
00-0026372,K.Zinger,ATL
00-0000217,L.Allen,DAL
00-0026432,L.Ball,"DEN, IND"
00-0030496,L.Bell,"BAL, KC, NYJ, PIT, TB"
00-0035912,L.Bellamy,DEN
00-0021184,L.Betts,"NO, WAS"
00-0027325,L.Blount,"DET, NE, PHI, PIT, TB"
00-0025458,L.Booker,"MIA, MIN, PHI"
00-0036364,L.Bowden,MIA
00-0029548,L.Brazill,IND
00-0001862,L.Broughton,"CAR, PHI"
00-0001981,L.Brown,BUF
00-0025392,L.Brown,ARI
00-0029343,L.Byrd,ARI
00-0036145,L.Cager,NYJ
00-0033060,L.Carroo,MIA
00-0002846,L.Centers,"BUF, NE, WAS"
00-0018958,L.Coles,"CIN, NYJ, WAS"
00-0022384,L.Croom,ARI
00-0004079,L.Dawsey,NO
00-0021554,L.Diamond,"ARI, MIA"
00-0028838,L.Donnell,NYG
00-0029004,L.Dunbar,"DAL, LA"
00-0022910,L.Evans,"BAL, BUF"
00-0036887,L.Farrell,JAX
00-0022921,L.Fitzgerald,ARI
00-0005322,L.Fletcher,LA
00-0019231,L.Foster,"ARI, DET"
00-0033856,L.Fournette,"JAX, TB"
00-0021209,L.Gordon,"LA, MIA, PHI"
00-0029275,L.Green,"LAC, PIT"
00-0006666,L.Hall,"GB, NO"
00-0021556,L.Hamilton,CIN
00-0026121,L.Hamilton,NO
00-0028017,L.Hankerson,"ATL, WAS"
00-0026266,L.Hawkins,TEN
00-0021343,L.Henry,MIA
00-0026344,L.Hilliard,"MIA, NYJ"
00-0007520,L.Hoard,MIN
00-0035406,L.Humphrey,NO
00-0008156,L.Jackson,"CLE, JAX"
00-0034796,L.Jackson,BAL
00-0029260,L.James,"MIA, SF"
00-0028542,L.Jean,HOU
00-0008568,L.Johnson,"CHI, LAC"
00-0008570,L.Johnson,NYG
00-0008572,L.Johnson,KC
00-0021976,L.Johnson,"CIN, KC"
00-0030561,L.Johnson,PHI
00-0021145,L.Jones,CIN
00-0020462,L.Jordan,"DEN, LV, NYJ"
00-0027985,L.Kendricks,"GB, LA, LAC"
00-0009298,L.Kirkland,PIT
00-0022529,L.Lawton,"IND, LV"
00-0025934,L.Long,"ARI, KC"
00-0026961,L.Louis,CHI
00-0023467,L.Mankins,NE
00-0024236,L.Maroney,"DEN, NE"
00-0021309,L.Mays,PIT
00-0025524,L.McClain,"BAL, KC, LAC"
00-0023658,L.McCoy,ARI
00-0027029,L.McCoy,"BUF, KC, PHI, TB"
00-0029615,L.Miller,"CHI, HOU, MIA"
00-0023310,L.Moore,"DET, NO, PIT"
00-0027089,L.Murphy,"CAR, LV, NYG, SF, TB"
00-0030513,L.Murray,"BAL, LV, MIN, NO"
00-0025559,L.Naanee,"CAR, LAC, MIA"
00-0011958,L.Neal,"BAL, CIN, LAC, TEN"
00-0021305,L.Ned,MIN
00-0012569,L.Parker,KC
00-0027215,L.Paulsen,"ATL, CHI, SF, WAS"
00-0024595,L.Payne,SEA
00-0036269,L.Perine,NYJ
00-0012931,L.Phillips,SF
00-0031834,L.Pinkard,JAX
00-0022405,L.Polite,"ATL, DAL, MIA"
00-0024287,L.Pope,"ARI, KC, PIT"
00-0013308,L.Purnell,BAL
00-0025841,L.Rankin,SEA
00-0025462,L.Robinson,"ATL, DAL, JAX, LA"
00-0036650,L.Rountree,LAC
00-0036268,"L.Shenault, L.Shenault Jr.",JAX
00-0014790,L.Shepherd,"CLE, MIA"
00-0015242,L.Smith,"CAR, MIA, NO"
00-0022126,L.Smith,"BAL, PHI"
00-0028097,L.Smith,"ATL, BUF, LV"
00-0019035,L.Stephens,WAS
00-0026956,L.Stephens-Howling,"ARI, PIT"
00-0028042,L.Stocker,"ATL, MIN, TB, TEN"
00-0022180,L.Suggs,CLE
00-0026193,L.Sweed,PIT
00-0031066,L.Taliaferro,BAL
00-0029856,L.Thomas,JAX
00-0031260,L.Thomas,"BUF, DET, WAS"
00-0032740,L.Thomas,NYJ
00-0022057,L.Toefield,JAX
00-0030443,L.Toilolo,"ATL, DET, NYG, SF"
00-0020536,L.Tomlinson,"LAC, NYJ"
00-0032951,L.Treadwell,"ATL, JAX, MIN"
00-0024067,L.Vickers,BAL
00-0024394,L.Vickers,"CLE, DAL, HOU"
00-0017218,L.Warren,"DET, NE"
00-0024332,L.Washington,"NE, NYJ, SEA, TEN"
00-0023063,L.Weaver,"PHI, SEA"
00-0032827,L.Wester,TB
00-0024260,L.White,TEN
00-0031757,L.Whitehead,DAL
00-0028288,L.Williams,BAL
00-0030089,L.Willson,"BAL, DET, SEA"
00-0031962,M.Alford,CIN
00-0033217,M.Alie-Cox,IND
00-0000251,M.Alstott,TB
00-0019594,M.Anderson,"BAL, DEN"
00-0034753,M.Andrews,BAL
00-0027356,"Mar.Moore, M.Moore","CLE, MIA, SF"
00-0028198,M.Asiata,MIN
00-0034747,M.Ateman,LV
00-0023921,M.Austin,"CLE, DAL, PHI"
00-0030522,M.Ball,DEN
00-0023544,M.Barber,"CHI, DAL"
00-0030533,M.Barkley,CHI
00-0000781,M.Barnes,CHI
00-0000849,M.Bartrum,"NE, PHI"
00-0000856,M.Basnight,CIN
00-0000871,M.Bates,"ARI, DET"
00-0000872,M.Bates,CAR
00-0000883,M.Battaglia,"CIN, TB, WAS"
00-0034169,M.Baugh,WAS
00-0024011,M.Bell,"CLE, DEN, NO, PHI"
00-0020514,M.Bennett,"KC, LAC, LV, MIN, TB"
00-0026201,M.Bennett,"CHI, DAL, GB, NE, NYG"
00-0020583,M.Boerigter,KC
00-0001477,M.Booker,"ATL, CHI, MIA"
00-0034208,M.Boone,"DEN, MIN"
00-0035703,M.Boykin,BAL
00-0023474,M.Bradley,"CHI, KC"
00-0033308,M.Breida,"BUF, MIA, SF"
00-0001842,M.Brooks,CHI
00-0029155,M.Brown,JAX
00-0030400,M.Brown,BAL
00-0031806,M.Brown,"LA, MIA"
00-0032048,M.Brown,WAS
00-0035662,M.Brown,BAL
00-0002102,M.Bruener,"HOU, PIT"
00-0031373,M.Bryant,"LV, PIT"
00-0019599,M.Bulger,LA
00-0025892,M.Bumpus,SEA
00-0033087,M.Bundy,NYG
00-0031595,M.Burton,"CHI, DET, KC, NO, WAS"
00-0025487,M.Bush,"CHI, LV"
00-0036219,M.Callaway,NO
00-0031025,M.Campanaro,BAL
00-0002586,M.Campbell,"BUF, CLE, NO"
00-0002587,M.Campbell,WAS
00-0028293,M.Campbell,NYJ
00-0036924,"M.Carter, Mi.Carter",NYJ
00-0023662,M.Cassel,KC
00-0027500,M.Caussin,BUF
00-0002958,M.Chmura,GB
00-0033352,M.Clark,GB
00-0022725,M.Clayton,"NYG, TB"
00-0023457,M.Clayton,"BAL, LA"
00-0003136,M.Cloud,"KC, NE, NYG"
00-0003175,M.Cody,ARI
00-0003231,M.Coleman,"HOU, NYJ"
00-0024466,M.Colston,NO
00-0026033,M.Cox,"ATL, KC"
00-0030128,M.Cox,NYG
00-0026986,M.Crabtree,"ARI, BAL, LV, SF"
00-0025580,M.Crosby,GB
00-0003803,M.Cushing,PIT
00-0032063,M.Davis,"ATL, CAR, CHI, SEA, SF"
00-0033596,M.Dayes,CLE
00-0035686,M.Deiter,MIA
00-0020050,M.Dominguez,DEN
00-0027708,M.Easley,BUF
00-0004768,M.Edwards,"CHI, CLE, JAX, NE"
00-0029694,M.Egnew,MIA
00-0031408,M.Evans,TB
00-0005092,M.Faulk,LA
00-0034101,M.Flanagan,WAS
00-0022414,M.Floyd,LAC
00-0029638,M.Floyd,"ARI, MIN, NE, WAS"
00-0026184,M.Forte,"CHI, NYJ"
00-0019558,M.Fulcher,LV
00-0019281,M.Furrey,"CLE, DET, LA"
00-0022706,M.Gaines,"BUF, CAR, CLE, DET"
00-0034764,M.Gallup,DAL
00-0035311,M.Gaskin,MIA
00-0023726,M.Gasperson,PHI
00-0035269,M.Gay,LA
00-0034829,M.Gesicki,MIA
00-0026324,M.Gibson,SEA
00-0030433,M.Gillislee,"BUF, NE, NO"
00-0027700,M.Gilyard,"LA, NYJ, PHI"
00-0027080,M.Goodson,"CAR, LV, NYJ"
00-0030068,M.Goodwin,"BUF, CHI, SF"
00-0032144,M.Gordon,"DEN, LAC"
00-0029878,M.Gray,"BUF, CLE, MIA, MIN"
00-0019576,M.Green,TEN
00-0030999,M.Grice,ARI
00-0024358,M.Hagans,"KC, LA"
00-0033094,M.Hall,"ATL, CLE, DET"
00-0027666,M.Hardesty,CLE
00-0035140,M.Hardman,KC
00-0006977,M.Harris,SF
00-0032362,M.Harris,WAS
00-0007024,M.Harrison,IND
00-0026342,M.Hart,IND
00-0007103,M.Hatchette,"JAX, MIN, NYJ"
00-0031315,M.Hazel,"IND, MIA"
00-0023683,M.Hedgecock,"LA, NYG"
00-0020797,M.Hicks,SF
00-0028522,M.Higgins,NO
00-0007447,M.Hill,LV
00-0030320,M.Hill,TB
00-0033555,M.Hollins,"MIA, PHI"
00-0027732,M.Hoomanawanui,"LA, NE, NO"
00-0027966,M.Ingram,"BAL, HOU, NO"
00-0008044,M.Irvin,DAL
00-0027869,M.Iupati,ARI
00-0027702,"Mi.Williams, M.Williams","BUF, TB"
00-0008224,M.Jacoby,KC
00-0030391,M.James,TB
00-0020275,M.Jameson,CLE
00-0008357,M.Jenkins,ARI
00-0022781,M.Jenkins,"ATL, MIN"
00-0021129,M.Jennings,NYG
00-0030822,M.Jensen,JAX
00-0008575,M.Johnson,PIT
00-0027149,M.Johnson,DAL
00-0027699,M.Johnson,ATL
00-0032068,M.Johnson,CLE
00-0032980,M.Johnson,"IND, PHI, TEN"
00-0022882,M.Jones,"CAR, TEN"
00-0023456,M.Jones,JAX
