receiver_id,receiver,posteam
00-0034393,T.Fumagalli,DEN
00-0031228,T.Gabriel,"ATL, CHI, CLE"
00-0023740,T.Gafford,KC
00-0028406,T.Gallarda,ATL
00-0022111,T.Gardner,NO
00-0019670,T.Gaylor,"ATL, LAC"
00-0033633,T.Gentry,CHI
00-0027888,T.Gerhart,"JAX, MIN"
00-0025396,T.Ginn,"ARI, CAR, CHI, MIA, NO, SF"
00-0006043,T.Glenn,"DAL, GB, NE"
00-0035313,T.Godwin,JAX
00-0006101,T.Gonzalez,"ATL, KC"
00-0029660,T.Graham,"BUF, NO, NYJ"
00-0006355,T.Green,KC
00-0033748,T.Green,DET
00-0026562,T.Grisham,PIT
00-0028596,T.Gurley,CLE
00-0032241,T.Gurley,"ATL, LA"
00-0006692,T.Hallock,CHI
00-0019516,T.Hambrick,"ARI, DAL"
00-0006848,T.Hardy,ARI
00-0019816,T.Hasselbeck,WAS
00-0020516,T.Heap,"ARI, BAL"
00-0031800,T.Heinicke,WAS
00-0033112,T.Hemingway,WAS
00-0020471,T.Henry,"BUF, DEN, TEN"
00-0023560,T.Herremans,PHI
00-0033110,T.Higbee,LA
00-0036410,T.Higgins,CIN
00-0026289,T.Hightower,"ARI, NO, WAS"
00-0033040,T.Hill,KC
00-0033357,T.Hill,NO
00-0029608,T.Hilton,IND
00-0035229,T.Hockenson,DET
00-0027606,T.Holliday,DEN
00-0022116,T.Hollings,HOU
00-0007681,T.Holt,"JAX, LA"
00-0035594,T.Homer,SEA
00-0020002,T.Hopkins,NYG
00-0007749,T.Horne,LA
00-0020438,T.Houshmandzadeh,"BAL, CIN, LV, SEA"
00-0034613,T.Hudson,TB
00-0036173,T.Hudson,TEN
00-0023210,T.Humphrey,"GB, NO"
00-0025477,T.Hunt,PHI
00-0019054,T.Insley,IND
00-0035341,T.Irwin,CIN
00-0008196,T.Jackson,SF
00-0035356,T.Jackson,PHI
00-0022124,T.Jacobs,"SF, WAS"
00-0008391,T.Jervey,SF
00-0022051,T.Johnson,"ARI, LV"
00-0036427,T.Johnson,TB
00-0035457,"T.Johnson, Ty.Johnson","JAX, LAC"
00-0035537,"T.Johnson, Ty.Johnson","DET, NYJ"
00-0019641,T.Jones,"ARI, CHI, KC, NYJ, TB"
00-0021268,T.Jones,"BAL, SF"
00-0028063,T.Jones,"BUF, HOU, LV"
00-0031189,T.Jones,"DET, NYG"
00-0032728,T.Jones,PIT
00-0035860,T.Jones,NO
00-0030506,T.Kelce,KC
00-0035544,T.Kennedy,DET
00-0030091,T.King,"NYG, TB"
00-0009288,T.Kirby,"CLE, LV"
00-0032214,T.Kroft,"BUF, CIN, NYJ"
00-0009819,T.Lester,DAL
00-0031442,T.Lewan,TEN
00-0032881,T.Lewis,"MIA, NO"
00-0032211,T.Lockett,SEA
00-0033789,T.Logan,"ARI, TB"
00-0021777,T.Lopienski,IND
00-0022674,T.Luke,DEN
00-0032472,T.Madden,SEA
00-0010261,T.Maddox,PIT
00-0031768,T.Magee,BAL
00-0036955,T.Marshall,CAR
00-0010477,T.Martin,"ATL, MIA"
00-0031391,T.Mason,LA
00-0024458,T.Massaquoi,BUF
00-0010539,T.Mathis,"ATL, PIT"
00-0032123,T.McBride,"CHI, TEN"
00-0032475,T.McEvoy,SEA
00-0010859,T.McGee,"CIN, DAL"
00-0010892,T.McGriff,DEN
00-0037011,T.McKitty,LAC
00-0035659,T.McLaurin,WAS
00-0011187,T.Mickens,LV
00-0020448,T.Minor,"LA, MIA"
00-0011439,T.Mitchell,ARI
00-0033373,T.Mizzell,CHI
00-0027695,T.Moeaki,"ATL, KC, SEA"
00-0032200,T.Montgomery,"BAL, GB, NO, NYJ"
00-0023493,T.Murphy,GB
00-0031816,T.Murphy,PIT
00-0031044,T.Niklas,ARI
00-0012478,T.Owens,"BUF, CIN, DAL, PHI, SF"
00-0033375,T.Patrick,DEN
00-0023623,T.Perry,CIN
00-0019606,T.Pinkston,PHI
00-0035261,T.Pollard,DAL
00-0033164,T.Pope,"LAC, SEA"
00-0019609,T.Prentice,"CLE, MIN"
00-0027693,T.Price,"JAX, NE"
00-0028825,"T.Pryor, T.Pryor Sr.","BUF, CLE, LV, NYJ, WAS"
00-0034339,T.Quinn,WAS
00-0036523,T.Ragas,LV
00-0031897,T.Rawls,SEA
00-0013694,T.Richardson,"KC, MIN, NYJ"
00-0029675,T.Richardson,"CLE, IND"
00-0030107,T.Riddick,"DET, LV"
00-0021678,T.Romo,DAL
00-0033717,T.Rudolph,NYG
00-0014265,T.Saleh,CLE
00-0032147,T.Sambrailo,ATL
00-0026336,T.Santi,IND
00-0024276,T.Scheffler,"DEN, DET"
00-0036984,T.Sermon,SF
00-0032778,T.Sharpe,"ATL, MIN, TEN"
00-0034487,T.Sherfield,"ARI, SF"
00-0014918,T.Simmons,"IND, NE"
00-0015063,T.Small,"NE, PHI"
00-0015331,T.Smith,PHI
00-0019587,T.Smith,"ARI, CLE, DET, NO"
00-0022110,T.Smith,SF
00-0025561,T.Smith,BAL
00-0027996,T.Smith,"BAL, CAR, PHI, SF"
00-0034765,T.Smith,NO
00-0036036,T.Steele,DAL
00-0015655,T.Stephens,LAC
00-0021386,T.Stephens,TB
00-0020268,T.Stewart,"CIN, LV, PHI"
00-0029300,T.Streeter,JAX
00-0015811,T.Streets,"DET, SF"
00-0026790,T.Sutton,CAR
00-0035308,T.Sweeney,BUF
00-0033742,T.Swoopes,SEA
00-0022797,T.Tapeh,"MIN, PHI"
00-0019721,T.Taylor,"BAL, LA, MIN"
00-0028118,T.Taylor,"BAL, BUF, LAC"
00-0033292,T.Taylor,"CIN, SF"
00-0033911,T.Taylor,"CLE, TEN"
00-0027876,T.Tebow,NYJ
00-0025604,T.Thigpen,KC
00-0016331,T.Thomas,"BUF, MIA"
00-0023192,T.Thompson,DAL
00-0029590,T.Thompson,TEN
00-0037005,T.Tremble,CAR
00-0027156,T.Underwood,"JAX, NE, TB"
00-0016837,T.Vanover,LAC
00-0016842,T.Vardell,SF
00-0031526,T.Varga,IND
00-0036630,T.Wallace,BAL
00-0019552,T.Walters,"ARI, DET, IND, MIN"
00-0031682,T.Ward,ATL
00-0030856,T.Washington,JAX
00-0024432,T.Watkins,LV
00-0031793,T.Watson,PHI
00-0030985,T.Watts,LA
00-0017399,T.Weiner,ATL
00-0035259,T.Wesco,NYJ
00-0031375,T.West,"BAL, CLE"
00-0017486,T.Wheatley,LV
00-0033379,T.White,BAL
00-0017697,T.Wilkins,"IND, LA"
00-0027853,T.Williams,ARI
00-0027857,T.Williams,SF
00-0030542,T.Williams,DAL
00-0035291,T.Williams,CIN
00-0036457,T.Williams,BAL
00-0023442,T.Williamson,"JAX, MIN"
00-0032160,"T.Williams, Ty.Williams","DET, LAC, LV"
00-0024293,T.Wilson,CLE
00-0020181,T.Witherspoon,DAL
00-0020126,T.Woodbury,NYJ
00-0029910,T.Wright,"DET, NE, TB"
00-0032209,T.Yeldon,"BUF, JAX"
00-0019127,T.Yoder,"JAX, TB, WAS"
00-0027982,T.Young,DET
00-0029547,V.Ballard,IND
00-0033306,V.Bolden,SF
00-0001783,V.Brisby,"NE, NYJ"
00-0028020,V.Brown,"LAC, LV"
00-0035548,V.Bryant,DAL
00-0027265,V.Cruz,NYG
00-0024221,V.Davis,"DEN, SF, WAS"
00-0028142,V.Green,"DEN, LAC"
00-0021279,V.Haynes,"ATL, PIT"
00-0023496,V.Jackson,"LAC, TB"
00-0036415,V.Jefferson,LA
00-0022224,V.King,MIA
00-0022397,V.Leach,"BAL, GB, HOU"
00-0022089,V.Manuwai,JAX
00-0032188,V.Mayle,"BAL, DAL"
00-0030470,V.McDonald,"PIT, SF"
00-0023508,V.Morency,"GB, HOU"
00-0022054,V.Shiancoe,"MIN, NE, NYG, TEN"
00-0034631,V.Smith,"HOU, NYJ"
00-0020273,V.Sutherland,SF
00-0027429,V.Tucker,KC
00-0034773,V.Vea,TB
00-0022900,W.Allen,PIT
00-0027036,W.Beatty,NYG
00-0001317,W.Blackwell,PIT
00-0023947,W.Buchanon,LV
00-0002962,W.Chrebet,NYJ
00-0034159,W.Dissly,SEA
00-0023072,W.Duke,DEN
00-0004640,W.Dunn,"ATL, TB"
00-0005361,W.Floyd,CAR
00-0026245,W.Franklin,KC
00-0033127,W.Fuller,"HOU, MIA"
00-0033950,"W.Gallman, W.Gallman Jr ","ATL, NYG"
00-0021150,W.Green,CLE
00-0019481,W.Hayes,NYJ
00-0021756,W.Heller,"DET, MIA, SEA, TB"
00-0007254,W.Henderson,GB
00-0035489,W.Hills,DET
00-0022000,W.Hunter,NYJ
00-0028841,"Wi.Johnson, W.Johnson",PIT
00-0008210,W.Jackson,"ATL, CIN, NO, WAS"
00-0031314,W.Johnson,NYJ
00-0024384,W.Lundy,HOU
00-0022178,W.McGahee,"BAL, BUF, CLE, DEN"
00-0010843,W.McGarity,"DAL, NO"
00-0012368,W.Oliver,ATL
00-0019862,W.Ours,TEN
00-0022250,W.Parker,PIT
00-0012832,W.Perry,NO
00-0021923,W.Ponder,NYG
00-0028736,W.Powell,ARI
00-0031268,W.Powell,BUF
00-0013422,W.Rasby,"DET, NO, PIT, WAS"
00-0024310,W.Reid,PIT
00-0014358,W.Sapp,TB
00-0028270,W.Saunders,"IND, PIT"
00-0032782,W.Smallwood,"PHI, WAS"
00-0030663,W.Snead,"BAL, CAR, LV, NO"
00-0023620,W.Svitek,ATL
00-0026557,W.Ta'ufo,JAX
00-0034399,W.Teller,CLE
00-0027905,W.Tukuafu,"SEA, SF"
00-0032004,W.Tye,"NYG, NYJ"
00-0017109,W.Walls,"CAR, GB"
00-0022427,W.Welker,"DEN, LA, MIA, NE"
00-0020046,W.Williams,GB
00-0032739,W.Williams,HOU
00-0024171,W.Wright,NYJ
00-0028253,W.Yeatman,MIA
00-0021886,W.Young,"CAR, PIT"
00-0031035,X.Grimble,PIT
00-0026319,X.Omon,BUF
00-0025461,Y.Figurs,"BAL, DET, LV"
00-0006359,Y.Green,MIA
00-0011854,Y.Murphy,"LA, TB"
00-0016214,Y.Thigpen,TEN
00-0027658,Z.Beadles,DEN
00-0003663,Z.Crockett,LV
00-0004071,Z.Davis,CLE
00-0030061,Z.Ertz,"ARI, PHI"
00-0019290,Z.Flemister,WAS
00-0035222,Z.Gentry,PIT
00-0021712,Z.Hilton,NO
00-0033891,Z.Jones,"BUF, LV"
00-0023384,Z.Keasey,SF
00-0029931,Z.Line,"MIN, NO"
00-0025425,Z.Miller,"LV, SEA"
00-0027125,Z.Miller,"CHI, JAX"
00-0036251,Z.Moss,BUF
00-0033251,Z.Pascal,IND
00-0028509,Z.Pianalto,TB
00-0026658,Z.Potter,JAX
00-0022024,Z.Smith,DAL
00-0030536,Z.Stacy,"LA, NYJ"
00-0024424,Z.Strief,NO
00-0029999,Z.Sudfeld,"NE, NYJ"
00-0030855,Z.Tipton,IND
00-0017637,Z.Wiegert,JAX
00-0037013,Z.Wilson,NYJ
00-0031665,Z.Zenner,"ARI, DET, NO"
